t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),An_mean(t),fn_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,temporal_coherence,tau_S,tau_gamma,tau_C,effort_status,phi,En_mean(t),On_mean(t),gamma,gamma_mean(t),G_arch_used,In_mean(t),best_pair_gamma,best_pair_G,best_pair_score,tau_A_mean,tau_f_mean,decorrelation_time,autocorr_tau,std_S
1.1,0.0013976155805081013,0.9999963410650304,-7.173243410224338e-05,0.054040252364510426,1,6.79084000000163e-05,5.364905062865195,0.04932038568492918,2.1149229895494805,0.012794679070305445,0.9933047183587845,0.3428759491824918,0.14447190567280002,23.40287813874554,-525.6202980469168,0,7.698560563553554,1.0,1.0,0.5,0.1,0.1,0.1,transitoire,0.8,0.15574210407933547,0.011270198406535448,0.13518894454438685,0.14847639401981033,tanh,0.1,,,,0.1,0.1,0.1,0.1,0.005831831648804636
1.2000000000000002,0.010070253651977537,0.9999957512791477,-0.0006131791948369059,0.06213481579886018,8,7.098329999999375e-05,10.340651891666191,0.05826452212812054,2.1130606895491457,0.01064171771111015,0.9933051274370083,0.598268211459824,0.11660386483909904,25.061460415012544,49.75746828800995,0,5.893000962488492,1.0,1.0,0.5,0.1,0.1,0.1,transitoire,0.8,0.14106950954392478,0.024465644704825717,0.31374958167160627,0.34416571877018715,tanh,0.1,,,,0.1,0.1,0.1,0.1,0.005765060397765085
1.3,0.00552603390970013,0.9999951461432287,-0.00034567533771343365,0.07637505552149775,8,7.99249999999807e-05,5.012545714194831,0.07318748508500458,2.2176324643999172,0.10433737434129839,0.9932873015951356,0.5695749682686262,0.09909529909196485,25.061460415012544,-53.2810617747136,0,4.4984040413775785,1.0,1.0,0.5,0.1,0.1,0.1,transitoire,0.8,0.12891981016591833,0.0298245110739535,0.4114456439467658,0.44710917410793394,tanh,0.1,,,,0.1,0.1,0.1,0.1,0.005555498457336662
1.4000000000000001,0.005278160870552499,0.9999945334481765,-0.0005555645131723442,0.08499230209209596,2,7.60250000000129e-05,4.361537623656069,0.08137022836261887,2.2780982382602426,0.03625694348730726,0.9933002587490717,0.6320894846643681,0.08427961224198731,25.061460415012544,-6.510080905387614,0,3.637563401399848,1.0,1.0,0.5,0.1,0.1,0.1,transitoire,0.8,0.11841379003524277,0.03526307677023139,0.5676458417582725,0.6091235308139547,tanh,0.1,,,,0.1,0.1,0.1,0.1,0.005367181756993226
1.5,0.001798447423811233,0.9999939211542271,-0.000504385991579219,0.09195679418521069,0,6.859999999999644e-05,2.5407283825103626,0.08896455630939425,2.3712032539435004,0.0405234778544937,0.9932994474669626,0.6053480520724193,0.07585920362676227,20.1373215769757,-18.208092411457066,0,4.4984040413775785,1.0,1.0,0.5,0.1,0.1,0.1,transitoire,0.8,0.10939345717333701,0.03353425354657476,0.6443214670295794,0.6844069429542233,tanh,0.1,,,,0.1,0.1,0.1,0.1,0.0052683077305226405
1.6,-0.0016220237923070696,0.9999933172983833,-0.0005601805396946235,0.09569737619318412,0,6.591659999999333e-05,1.7316354668799114,0.0927798799680563,2.4206566190162855,0.034491040148950367,0.9933005945072911,0.5900284169821288,0.06870206289781175,20.1373215769757,-8.090929156304512,0,5.893000962488492,1.0,1.0,0.5,0.1,0.1,0.1,chronique,0.8,0.1011368517397293,0.03243478884191754,0.5999181345169802,0.6344739047055631,tanh,0.1,,,,0.1,0.1,0.1,0.1,0.005353630770500301
1.7000000000000002,-0.005615702197446122,0.9999927298992832,-0.000582177378114832,0.0983955925597516,0,7.232079999999196e-05,2.9908154135537175,0.09581571333932579,2.4029293094290063,0.026330730907275682,0.9933021458422671,0.5205657481069758,0.06142116916554705,20.1373215769757,12.59179946673806,0,4.4984040413775785,1.0,1.0,0.5,0.1,0.1,0.1,transitoire,0.8,0.09361794967310978,0.03219678050756272,0.7814078731429873,0.822741154494713,tanh,0.1,,,,0.1,0.1,0.1,0.1,0.005719134857270273
1.8,-0.018206504433158244,0.9999921668603157,-0.0006911206851779632,0.1013280014148543,0,6.535420000000069e-05,2.588842825646453,0.09893105245608327,2.5108922967711527,0.06333927936360467,0.9932951073827143,0.5427242153198298,0.060965050889732586,20.1373215769757,-4.019725879072644,0,4.269282586765767,1.0,1.0,0.5,0.1,0.1,0.1,transitoire,0.8,0.08683189714640382,0.02741576608702384,0.9834512654762435,0.9983363990623524,tanh,0.1,,,,0.1,0.1,0.1,0.1,0.0074810191109455785
1.9000000000000001,-0.0370579210784845,0.9999916358718137,-0.0005171229006925855,0.10102175711839168,9,6.862079999998549e-05,1.328906831858305,0.09827583858814884,2.6309643556075892,0.06975107979558764,0.9932938872099621,0.6600065816447803,0.06185137114502463,20.1373215769757,-12.599359937881479,0,7.766761533947271,0.7296593722992071,1.0,0.8598505249378721,0.1,0.1,0.1,chronique,0.8,0.08034196871872536,0.026305569709698363,0.9780715132082214,0.9948501785461078,tanh,0.1,,,,0.1,0.1,0.1,0.1,0.011374472704600182
2.0,-0.0033811996650062225,0.9999911443131739,-0.0002346131885762924,0.10084459052506749,9,6.64082999999982e-05,89.65081467654801,0.09725965810614963,2.635190768574078,0.062118045715874565,0.9932953397598344,0.6301309334394941,0.05457629193040849,34.04002019689016,883.219078446897,0,8.689792032454934,0.7290446650268144,1.0,0.8532657837308816,0.2,0.2,0.5,transitoire,0.8,0.07441221742362869,0.02707565742550705,0.1,0.10394434740890193,tanh,0.1,,,,0.42197041395764484,0.276057552773193,0.2,0.3706531567461763,0.011139399341518454
2.1,-0.008696287920249726,0.9999906991557553,-0.00024896917159672346,0.10228849466978548,9,7.353340000000319e-05,8.249096388062277,0.09938881958635691,2.148402966807956,0.0857356306895447,0.9932908443717919,0.6050654744440277,0.04602343097780863,34.61685846192958,-814.0171828848573,0,7.766761533947271,0.7310149815339495,1.0,0.8415319733013462,0.30000000000000004,0.2,0.5,transitoire,0.8,0.06913704827530638,0.025074446709053066,0.223849250520615,0.23185890305651471,tanh,0.1,,,,0.42783284266825244,0.2926347592997029,0.30000000000000004,0.552459591990404,0.011061082388856416
2.2,-0.011155794889467455,0.9999903068674141,-0.0011356796878805484,0.10359719442190823,8,6.600410000001666e-05,7.468933380669222,0.10001472426590789,2.223515649110128,0.08677747995536121,0.9932906459965263,0.5929858604275531,0.038374926531818135,34.72728624090051,-7.80163007393055,0,7.020991210259457,0.7336241145244959,1.0,0.8415319733013462,0.30000000000000004,0.2,0.6000000000000001,transitoire,0.8,0.0642292991845,0.03723896547899601,0.4624471959715378,0.4769973806901179,tanh,0.1,,,,0.4277016542793158,0.2604214911530145,0.30000000000000004,0.552459591990404,0.011069726144731583
2.3000000000000003,-0.008811793350859435,0.9999899733195277,-0.0008068262943702088,0.10653477038350952,5,6.973329999999666e-05,4.874029407079632,0.10469233724654506,2.363950536997837,0.0982896795372405,0.9932884536066602,0.583380404388604,0.0345214221379002,34.72728624090051,-25.949039735895898,0,6.859913548803679,0.7354815522668343,1.0,0.8415319733013462,0.30000000000000004,0.2,0.6000000000000001,transitoire,0.8,0.06078548650436968,0.028279262801006472,0.3489386237822202,0.3563802912565713,tanh,0.1,,,,0.4222095859705517,0.26283541642152336,0.30000000000000004,0.552459591990404,0.010974166693453814
2.4000000000000004,-0.01376679326211675,0.9999897036973471,-0.0008805700624768594,0.10598231908323454,9,6.616669999999214e-05,3.3722853467066747,0.10410971285535109,2.30552722512526,0.09366208820651244,0.9932893349733103,0.5768672125676858,0.03337408921856391,34.72728624090051,-15.017440603729577,0,6.70606110712329,0.7382992578687897,1.0,0.8415319733013462,0.4,0.2,0.6000000000000001,transitoire,0.8,0.056969278878013216,0.03165513344156433,0.4711456348479616,0.483359502512745,tanh,0.1,,,,0.41118385853156364,0.23499468098180099,0.4,0.7366127893205385,0.011061982785290688
2.5,-0.013411639850179811,0.9999895024145017,-0.0009681153888197014,0.10641695466055887,5,7.761669999999388e-05,2.8707283622514446,0.10456468700854775,2.380382602942199,0.06897026001954118,0.993294035812627,0.5471515096234127,0.02820151230183924,30.09220428171952,-5.015569844552301,0,6.6520909707627585,0.7409087046433904,1.0,0.8415319733013462,0.4,0.2,0.6000000000000001,transitoire,0.8,0.05380476166553705,0.028008105385178523,0.6062060637836704,0.6183120597712889,tanh,0.1,,,,0.39694513531179104,0.22422676823648555,0.4,0.7366127893205385,0.011105158907373288
2.6,-0.015431888402330798,0.9999893730324548,-0.0008598910765069981,0.10681823096692103,8,6.565419999999822e-05,2.219147036633812,0.10519717340625574,2.462869323918485,0.05714009256073347,0.9932962868851914,0.5314814032911502,0.03150158353182852,30.09220428171952,-6.515813256176326,0,6.598982598353861,0.7435627088444533,1.0,0.8415319733013462,0.4,0.2,0.7000000000000001,transitoire,0.8,0.05066493392979764,0.024333356979255105,0.7151306780956256,0.7303803378852175,tanh,0.1,,,,0.37937577251588844,0.220714332965207,0.4,0.7366127893205385,0.011210131830024393
