t,delta_fn_0,fn_t_0,S_i_0,f0n_0,An_0,delta_fn_1,fn_t_1,S_i_1,f0n_1,An_1,delta_fn_2,fn_t_2,S_i_2,f0n_2,An_2,delta_fn_3,fn_t_3,S_i_3,f0n_3,An_3,delta_fn_4,fn_t_4,S_i_4,f0n_4,An_4,delta_fn_5,fn_t_5,S_i_5,f0n_5,An_5,delta_fn_6,fn_t_6,S_i_6,f0n_6,An_6,delta_fn_7,fn_t_7,S_i_7,f0n_7,An_7,delta_fn_8,fn_t_8,S_i_8,f0n_8,An_8,delta_fn_9,fn_t_9,S_i_9,f0n_9,An_9
1.0,0.0019632438437333383,0.5000162341329353,0.003926487687466677,0.4,0.671846,0.0008174911227811016,0.9041461152435263,0.0011678444611158596,0.7,0.475858,-0.0006776111416817029,1.1380812663687057,-0.001168295071865005,0.7,0.583804,-0.00211533452779712,1.638755207044945,-0.0036471284962019315,1.1,0.440647,-0.0014582077926774955,2.118383830637016,-0.0021764295413096947,1.3,0.434422,0.0038928606393097047,2.7771141209145447,0.008282682211297245,1.4,0.670596,-0.0005330725975297687,3.4030678468422497,-0.0010251396106341706,1.7,0.370922,-0.0032734137349284495,3.8955401509575776,-0.0048856921416842525,1.9,0.46028,0.0002837609832590042,4.345690432418933,0.00044337653634219406,1.8,0.359828,0.0,4.991873184149226,0.0,2.3,0.388752
1.1,0.0031778968995949536,0.41507215934177133,0.006355793799189907,0.4,0.671846,0.0013471010711631917,0.714207107217613,0.0019244301016617025,0.7,0.475858,-0.0012906183437923072,0.9462731394295041,-0.0022252040410212196,0.7,0.583804,-0.0030700812743893803,1.354132343876999,-0.005293243576533414,1.1,0.440647,-0.0018430211131218509,1.7860256610977905,-0.002750777780778882,1.3,0.434422,0.004952801124637038,2.224950235645082,0.010537874733270294,1.4,0.670596,-0.0007327090321179173,2.727254541810229,-0.0014090558309959947,1.7,0.370922,-0.0032774123639568425,3.223463895056664,-0.004891660244711705,1.9,0.46028,1.8716066307961355e-05,3.5975624964366584,2.9243853606189616e-05,1.8,0.359828,0.0,4.160288315582493,0.0,2.3,0.388752
1.2000000000000002,0.0009535970937556936,0.4135354118132699,0.0019071941875113871,0.4,0.671846,0.00210007125825807,0.7114360490238422,0.003000101797511529,0.7,0.475858,-0.0002742365260229277,0.9443771070213627,-0.0004728215965912547,0.7,0.583804,-0.0026242455531069937,1.3516606307534715,-0.004524561298460334,1.1,0.440647,-0.004314537754062434,1.7841075243971851,-0.006439608588152887,1.3,0.434422,0.0009726914643292111,2.2210077726823547,0.002069556307083428,1.4,0.670596,0.002272845404153309,2.723368357623664,0.00437085654644867,1.7,0.370922,-0.005624006236557801,3.2219854042690037,-0.008394039159041494,1.9,0.46028,0.0004060028485018133,3.597530279399302,0.0006343794507840833,1.8,0.359828,0.0,4.1615983585080025,0.0,2.3,0.388752
1.3,0.00010035833845617632,0.4313775647496039,0.00020071667691235265,0.4,0.671846,0.003070214450339867,0.7522565836476316,0.004386020643342667,0.7,0.475858,0.00021248549011913023,0.9867894139233392,0.00036635429330884525,0.7,0.583804,-0.003885338028233303,1.4150104095681952,-0.006698858669367765,1.1,0.440647,-0.005807647221141495,1.859395015713233,-0.008668130180808201,1.3,0.434422,0.0009403132785322319,2.3453457785112666,0.0020006665500685787,1.4,0.670596,0.0037832177491565573,2.876764084791725,0.007275418748377995,1.7,0.370922,-0.0023987841088444943,3.377763432165345,-0.0035802747893201405,1.9,0.46028,0.0005284098958137662,3.7731161818248475,0.0008256404622090097,1.8,0.359828,0.0,4.358506179103983,0.0,2.3,0.388752
1.4000000000000001,-0.0014493417580655685,0.44109250088230634,-0.002898683516131137,0.4,0.671846,0.004242993992407968,0.7749232504800037,0.0060614199891542405,0.7,0.475858,-0.00019637250977896592,1.0107594185411855,-0.00033857329272235503,0.7,0.583804,-0.005860702944744972,1.450953343086381,-0.010104660249560297,1.1,0.440647,-0.0066642055499023115,1.9026156756864065,-0.00994657544761539,1.3,0.434422,0.002455672013338748,2.4165367270846327,0.005224834070933507,1.4,0.670596,0.003687615710977713,2.965011917972789,0.00709156867495714,1.7,0.370922,-0.0056703831485116155,3.468357186183173,-0.008463258430614351,1.9,0.46028,0.0038990486921675156,3.876111241234254,0.006092263581511743,1.8,0.359828,0.0,4.474621121451294,0.0,2.3,0.388752
1.5,-0.0013409372102188063,0.456700196801605,-0.0026818744204376126,0.4,0.671846,0.005380287775929493,0.8108448258218716,0.0076861253941849905,0.7,0.475858,-0.00084113643735311,1.0482253706072076,-0.001450235236815707,0.7,0.583804,-0.007507024761443585,1.5069915543390568,-0.012943146140419975,1.1,0.440647,-0.006982351463139388,1.9694267064438664,-0.010421420094237892,1.3,0.434422,0.0036943560911802545,2.5270015165593938,0.007860332108894159,1.4,0.670596,0.0030431961110323484,3.1014519895238712,0.005852300213523747,1.7,0.370922,-0.006059067587111487,3.60724802212625,-0.009043384458375353,1.9,0.46028,0.005568786904299178,4.033159507274714,0.008701229537967465,1.8,0.359828,0.0,4.650982849937168,0.0,2.3,0.388752
1.6,0.0007686825780852044,0.4644773506255213,0.0015373651561704088,0.4,0.671846,0.005912791034971617,0.8289447561143556,0.008446844335673739,0.7,0.475858,-0.0016875138418767108,1.0675418988445073,-0.0029095066239253637,0.7,0.583804,-0.009018781305285732,1.5360300919715473,-0.015549622940147816,1.1,0.440647,-0.006798607971432254,2.004588209130271,-0.010147176076764557,1.3,0.434422,0.005410407964923426,2.584891305738049,0.011511506308347715,1.4,0.670596,0.0017281805309266476,3.1733285720199875,0.0033234240979358605,1.7,0.370922,-0.007162373628516123,3.6816280547893667,-0.010690109893307646,1.9,0.46028,0.005245371805813537,4.118093634940033,0.008195893446583651,1.8,0.359828,0.0,4.74704231598921,0.0,2.3,0.388752
1.7000000000000002,0.0024853052516816726,0.4601600923132433,0.004970610503363345,0.4,0.671846,0.00588193875743594,0.819694926262454,0.008402769653479915,0.7,0.475858,-0.0021962444842098514,1.0590014802924101,-0.003786628421051468,0.7,0.583804,-0.009606927138520066,1.5236586649808028,-0.016563667480207014,1.1,0.440647,-0.0067636377696931585,1.9911006273696406,-0.010094981745810683,1.3,0.434422,0.006258140934397881,2.561871138379451,0.0133151934774423,1.4,0.670596,0.0013154677568666664,3.145920194131089,0.0025297456862820506,1.7,0.370922,-0.007279861959715576,3.656712747007155,-0.010865465611515785,1.9,0.46028,0.004084002545418725,4.091912310138123,0.006381253977216757,1.8,0.359828,0.0,4.719260913415692,0.0,2.3,0.388752
1.8,0.0021803092811351153,0.4783103238472787,0.0043606185622702305,0.4,0.671846,0.00552734317342115,0.8613235848525032,0.007896204533458786,0.7,0.475858,-0.0021379151942563057,1.1023965182166242,-0.0036860606797522516,0.7,0.583804,-0.009698921296601873,1.588677100673578,-0.016722278097589437,1.1,0.440647,-0.007368274624644244,2.0684931473908903,-0.010997424812901856,1.3,0.434422,0.006193331572736067,2.6901625098985056,0.013177301218587376,1.4,0.670596,0.001966001946295525,3.304446384783979,0.00378077297364524,1.7,0.370922,-0.007760075979050514,3.817731013556388,-0.011582202953806736,1.9,0.46028,0.004186940132312729,4.273866285572605,0.006542093956738638,1.8,0.359828,0.0,4.923516098919173,0.0,2.3,0.388752
1.9000000000000001,0.0057082686250543475,0.49884472662818896,0.011416537250108695,0.4,0.671846,0.005099703215047304,0.9079332398539345,0.007285290307210436,0.7,0.475858,-0.0028032911014671427,1.1508218782785866,-0.004833260519770936,0.7,0.583804,-0.010457704305991413,1.6610781537300683,-0.018030524665502437,1.1,0.440647,-0.006355342392486098,2.1546232733038746,-0.009485585660427011,1.3,0.434422,0.007354631636774316,2.8330255926293355,0.015648152418668758,1.4,0.670596,0.00010423728373649747,3.4806842159218836,0.00020045631487787974,1.7,0.370922,-0.005550960894513013,3.9966515447510083,-0.008285016260467183,1.9,0.46028,0.001729185673735279,4.475839205529379,0.0027018526152113734,1.8,0.359828,0.0,5.150141725449636,0.0,2.3,0.388752
2.0,0.008197185436372862,0.49856356216429,0.016394370872745725,0.4,0.671846,0.00462389039407884,0.9075918883053214,0.006605557705826915,0.7,0.475858,-0.003660038821282431,1.1513290857324234,-0.006310411760831778,0.7,0.583804,-0.01080690207440115,1.6621848170134466,-0.01863258978345026,1.1,0.440647,-0.0049673207628155415,2.1569981511145704,-0.007413911586291852,1.3,0.434422,0.00764811457814226,2.836464642291959,0.01627258420881332,1.4,0.670596,-0.0010308473693127662,3.485711104362227,-0.001982398787139935,1.7,0.370922,-0.0019101388507096416,4.004248687404421,-0.002850953508521853,1.9,0.46028,-0.00044009519262858175,4.485963659043508,-0.000687648738482159,1.8,0.359828,0.0,5.162852088308612,0.0,2.3,0.388752
2.1,0.0074026512488053605,0.4105769357461051,0.014805302497610721,0.4,0.671846,0.004372759164953142,0.7092424140219007,0.006246798807075917,0.7,0.475858,-0.0037124359610375976,0.9495185521092953,-0.006400751656961376,0.7,0.583804,-0.010804376686622937,1.361900571172711,-0.01862823566659127,1.1,0.440647,-0.005234611790074912,1.804951664462625,-0.007812853418022256,1.3,0.434422,0.0076502542879142875,2.2493168949703173,0.016277136782796357,1.4,0.670596,-0.0006990023143120582,2.764939463009389,-0.001344235219830881,1.7,0.370922,-0.0019465770122531895,3.2849618194585366,-0.0029053388242584917,1.9,0.46028,0.0004816241902104257,3.6816249754592407,0.0007525377972037901,1.8,0.359828,0.0,4.266996377669434,0.0,2.3,0.388752
2.2,0.0014020923440592982,0.4224978017392966,0.0028041846881185963,0.4,0.671846,0.004685596205947326,0.7374390112544806,0.0066937088656390375,0.7,0.475858,-0.0006503481562389547,0.9793134619287346,-0.001121289924549922,0.7,0.583804,-0.00791211236859199,1.4068799931626372,-0.013641573049296533,1.1,0.440647,-0.011666296026827516,1.8584535781916762,-0.017412382129593305,1.3,0.434422,0.0019810155724547243,2.3379534752645563,0.004214926749903669,1.4,0.670596,0.007486244514218729,2.8752875564541425,0.014396624065805247,1.7,0.370922,-0.0075361315599724666,3.397455260934326,-0.01124795755219771,1.9,0.46028,0.0008530325121404059,3.8092265169711275,0.0013328633002193842,1.8,0.359828,0.0,4.410649835200302,0.0,2.3,0.388752
2.3000000000000003,-0.0008472792209688572,0.4461706627923354,-0.0016945584419377144,0.4,0.671846,0.004616209676306915,0.791889435447913,0.006594585251867021,0.7,0.475858,-0.000782371430469459,1.0358531478506052,-0.0013489162594301019,0.7,0.583804,-0.00895652457043644,1.4915772330084984,-0.015442283742131793,1.1,0.440647,-0.009200793419793057,1.9591788185403158,-0.013732527492228443,1.3,0.434422,0.0035726958442258453,2.5054049355844605,0.007601480519629458,1.4,0.670596,0.005583101829815295,3.0819045400721046,0.010736734288106335,1.7,0.370922,-0.00591851401060153,3.6066758336190268,-0.008833603000897805,1.9,0.46028,0.0038651314595135513,4.04543669024948,0.0060392679054899236,1.8,0.359828,0.0,4.675414072813631,0.0,2.3,0.388752
2.4000000000000004,0.0013375674248955211,0.4350098217150393,0.0026751348497910422,0.4,0.671846,0.004388368364345026,0.7668218916652181,0.006269097663350037,0.7,0.475858,-0.0016573954086775374,1.0108878492554572,-0.0028575782908233406,0.7,0.583804,-0.010010730731710112,1.454578212962593,-0.017259880571913987,1.1,0.440647,-0.009912167423402682,1.9165296426252079,-0.014794279736421912,1.3,0.434422,0.0059978588877400135,2.4337444527245817,0.01276140188880854,1.4,0.670596,0.004212212149754791,2.9944033288973158,0.008100407980297675,1.7,0.370922,-0.007562346280986035,3.5211230165927616,-0.011287084001471694,1.9,0.46028,0.004400841726180183,3.9509571585334577,0.006876315197156535,1.8,0.359828,0.0,4.5712168762809675,0.0,2.3,0.388752
