t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),An_mean(t),fn_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,temporal_coherence,tau_S,tau_gamma,tau_C,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),G_arch_used,In_mean(t),best_pair_gamma,best_pair_G,best_pair_score,tau_A_mean,tau_f_mean,decorrelation_time,autocorr_tau
0,4.00852993123e-05,1,0,0.000198149479865,0,4.02583e-05,0,0.000101894085458,2.02547732574,0,1,0.1,0.514364144327,0,0,0,1,1,1,0.5,0.1,0.1,0.1,stable,0.5144429,7.87556730138e-05,0.1,0.1,tanh,0.1,,,,0.1,0.1,0.1,0.1
0.1,0.000288223328791,0.999999965725,-3.59045515713e-07,0.000602486804663,1,0.0001692083,6.05493700716,0.000320134956828,2.09313878308,0,1,0.1,0.462766666617,0,60.5493700716,0,1,1,1,0.5,0.1,0.1,0.1,stable,0.463011352668,0.00024468605136,0.187075810243,0.205275388646,tanh,0.1,,,,0.1,0.1,0.1,0.1
0.2,0.00102259907637,0.999999863322,-1.00161376052e-06,0.00144050712036,1,4.41374999999e-05,4.82895097589,0.000785817988561,2.15333089515,6.61467488488e-36,0.993307149076,0.1,0.416152588407,0,-12.2598603126,0,1,1,1,0.5,0.1,0.1,0.1,stable,0.416734686006,0.000582097599566,0.309128309827,0.339225600819,tanh,0.1,,,,0.1,0.1,0.1,0.1
0.3,0.00292723007154,0.999999694048,-2.26374477271e-06,0.002955879708,1,4.36917e-05,4.90524931136,0.0016614574364,2.23535704218,0.000128597716651,0.993307124649,0.1,0.373963026039,0,0.762983354674,0,1,1,1,0.5,0.1,0.1,0.1,stable,0.375120794555,0.00115776851664,0.496809319581,0.545231467861,tanh,0.1,,,,0.1,0.1,0.1,0.1
0.4,0.00409648788627,0.999999459984,-4.63296481149e-06,0.00537566946134,3,4.33750000001e-05,1.92590514614,0.00314387901328,2.3582908679,0.00196490592175,0.993306775842,0.1,0.335760767692,0,-29.7934416522,0,1,1,1,0.5,0.1,0.1,0.1,stable,0.33772599849,0.00196523079801,0.463941528221,0.509228602528,tanh,0.1,,,,0.1,0.1,0.1,0.1
0.5,0.00783826391578,0.999999164012,-9.36004673988e-06,0.00868708172879,3,6.52166e-05,3.89802840384,0.0053538431326,2.34579757981,0.00107727080081,0.993306944451,0.1,0.301070550167,0,19.721232577,0,1,1,1,0.5,0.1,0.1,0.1,stable,0.304232888988,0.00316233882091,0.630600170373,0.692271353762,tanh,0.1,,,,0.1,0.1,0.1,0.1
0.6,0.0105868706808,0.999998809787,-1.28303512138e-05,0.0131873124739,2,6.27125000001e-05,3.34338077064,0.00865759311509,2.45679399828,0.000700415348973,0.993307016034,0.1,0.26982554724,0,-5.54647633194,0,1,1,1,0.5,0.1,0.1,0.1,stable,0.274173691995,0.00434814475472,0.733838358293,0.805784896712,tanh,0.1,,,,0.1,0.1,0.1,0.1
0.7,0.0114910409178,0.999998401692,-2.29629973406e-05,0.018362365778,2,6.22458e-05,2.63222487954,0.0129902765051,2.52903393229,0.00560839175787,0.993306083708,0.1,0.241796576598,0,-7.111558911,0,1,1,1,0.5,0.1,0.1,0.1,stable,0.247290061495,0.00549348489761,0.778558499758,0.855099198907,tanh,0.1,,,,0.1,0.1,0.1,0.1
0.8,0.0113642987269,0.999997944798,-3.64810815279e-05,0.0241998056005,2,6.20708000001e-05,3.62525506713,0.0185206857267,2.56517817112,0.0060716706365,0.993305995697,0.1,0.216534273009,0,9.93030187591,0,1,1,1,0.5,0.1,0.1,0.1,stable,0.223289037928,0.00675476491897,0.923175536337,0.977733508597,tanh,0.1,,,,0.1,0.1,0.1,0.1
0.9,0.00839218810926,0.999997444801,-4.85319338438e-05,0.0306229011357,2,6.18833000001e-05,3.13798918313,0.0253046481195,2.66397566057,0.0210959981391,0.993303140816,0.23203957707,0.194448151294,5.48009315926,-4.87265884004,0,1.92564388575,1,1,0.5,0.1,0.1,0.1,transitoire,0.201763139444,0.00731498814963,1,0.999790373767,tanh,0.1,,,,0.1,0.1,0.1,0.1
